SUB_DS_ID,YEAR,SEX,TYPE_DM,AGEBAND,POP
ITE34,2005,1,2,1,1269
ITE34,2005,2,2,1,1203
ITE34,2006,1,2,1,1005
ITE34,2006,2,2,1,908
ITE34,2007,1,2,1,884
ITE34,2007,2,2,1,809
ITE34,2008,1,2,1,859
ITE34,2008,2,2,1,762
ITE34,2009,1,2,1,795
ITE34,2009,2,2,1,733
ITE34,2010,1,2,1,848
ITE34,2010,2,2,1,754
ITE34,2011,1,2,1,897
ITE34,2011,2,2,1,799
ITE34,2012,1,2,1,883
ITE34,2012,2,2,1,793
ITE34,2005,1,1,1,53
ITE34,2005,2,1,1,51
ITE34,2006,1,1,1,42
ITE34,2006,2,1,1,38
ITE34,2007,1,1,1,37
ITE34,2007,2,1,1,34
ITE34,2008,1,1,1,36
ITE34,2008,2,1,1,32
ITE34,2009,1,1,1,33
ITE34,2009,2,1,1,31
ITE34,2010,1,1,1,36
ITE34,2010,2,1,1,32
ITE34,2011,1,1,1,38
ITE34,2011,2,1,1,34
ITE34,2012,1,1,1,37
ITE34,2012,2,1,1,33
ITE34,2005,1,3,1,13
ITE34,2005,2,3,1,13
ITE34,2006,1,3,1,11
ITE34,2006,2,3,1,10
ITE34,2007,1,3,1,9
ITE34,2007,2,3,1,9
ITE34,2008,1,3,1,9
ITE34,2008,2,3,1,8
ITE34,2009,1,3,1,8
ITE34,2009,2,3,1,8
ITE34,2010,1,3,1,9
ITE34,2010,2,3,1,8
ITE34,2011,1,3,1,9
ITE34,2011,2,3,1,8
ITE34,2012,1,3,1,9
ITE34,2012,2,3,1,8
ITE34,2005,1,2,2,3171
ITE34,2005,2,2,2,4418
ITE34,2006,1,2,2,3165
ITE34,2006,2,2,2,4446
ITE34,2007,1,2,2,3234
ITE34,2007,2,2,2,4697
ITE34,2008,1,2,2,3403
ITE34,2008,2,2,2,5170
ITE34,2009,1,2,2,3484
ITE34,2009,2,2,2,5341
ITE34,2010,1,2,2,3577
ITE34,2010,2,2,2,5892
ITE34,2011,1,2,2,3791
ITE34,2011,2,2,2,7097
ITE34,2012,1,2,2,4045
ITE34,2012,2,2,2,7630
ITE34,2005,1,1,2,134
ITE34,2005,2,1,2,186
ITE34,2006,1,1,2,133
ITE34,2006,2,1,2,187
ITE34,2007,1,1,2,136
ITE34,2007,2,1,2,198
ITE34,2008,1,1,2,143
ITE34,2008,2,1,2,218
ITE34,2009,1,1,2,147
ITE34,2009,2,1,2,225
ITE34,2010,1,1,2,151
ITE34,2010,2,1,2,248
ITE34,2011,1,1,2,160
ITE34,2011,2,1,2,299
ITE34,2012,1,1,2,170
ITE34,2012,2,1,2,321
ITE34,2005,1,3,2,33
ITE34,2005,2,3,2,47
ITE34,2006,1,3,2,33
ITE34,2006,2,3,2,47
ITE34,2007,1,3,2,34
ITE34,2007,2,3,2,49
ITE34,2008,1,3,2,36
ITE34,2008,2,3,2,54
ITE34,2009,1,3,2,37
ITE34,2009,2,3,2,56
ITE34,2010,1,3,2,38
ITE34,2010,2,3,2,62
ITE34,2011,1,3,2,40
ITE34,2011,2,3,2,75
ITE34,2012,1,3,2,43
ITE34,2012,2,3,2,80
ITE34,2005,1,2,3,5439
ITE34,2005,2,2,3,5831
ITE34,2006,1,2,3,5694
ITE34,2006,2,2,3,6231
ITE34,2007,1,2,3,6013
ITE34,2007,2,2,3,6737
ITE34,2008,1,2,3,6473
ITE34,2008,2,2,3,7490
ITE34,2009,1,2,3,6725
ITE34,2009,2,2,3,7858
ITE34,2010,1,2,3,6831
ITE34,2010,2,2,3,8473
ITE34,2011,1,2,3,7356
ITE34,2011,2,2,3,9601
ITE34,2012,1,2,3,7757
ITE34,2012,2,2,3,10381
ITE34,2005,1,1,3,229
ITE34,2005,2,1,3,246
ITE34,2006,1,1,3,240
ITE34,2006,2,1,3,262
ITE34,2007,1,1,3,253
ITE34,2007,2,1,3,284
ITE34,2008,1,1,3,273
ITE34,2008,2,1,3,315
ITE34,2009,1,1,3,283
ITE34,2009,2,1,3,331
ITE34,2010,1,1,3,288
ITE34,2010,2,1,3,357
ITE34,2011,1,1,3,310
ITE34,2011,2,1,3,404
ITE34,2012,1,1,3,327
ITE34,2012,2,1,3,437
ITE34,2005,1,3,1,1269
ITE34,2005,2,3,1,1203
ITE34,2006,1,3,1,1005
ITE34,2006,2,3,1,908
ITE34,2007,1,3,1,884
ITE34,2007,2,3,1,809
ITE34,2008,1,3,1,859
ITE34,2008,2,3,1,762
ITE34,2009,1,3,1,795
ITE34,2009,2,3,1,733
ITE34,2010,1,3,1,848
ITE34,2010,2,3,1,754
ITE34,2011,1,3,1,897
ITE34,2011,2,3,1,799
ITE34,2012,1,3,1,883
ITE34,2012,2,3,1,793
ITE34,2005,1,2,1,53
ITE34,2005,2,2,1,51
ITE34,2006,1,2,1,42
ITE34,2006,2,2,1,38
ITE34,2007,1,2,1,37
ITE34,2007,2,2,1,34
ITE34,2008,1,2,1,36
ITE34,2008,2,2,1,32
ITE34,2009,1,2,1,33
ITE34,2009,2,2,1,31
ITE34,2010,1,2,1,36
ITE34,2010,2,2,1,32
ITE34,2011,1,2,1,38
ITE34,2011,2,2,1,34
ITE34,2012,1,2,1,37
ITE34,2012,2,2,1,33
ITE34,2005,1,1,1,13
ITE34,2005,2,1,1,13
ITE34,2006,1,1,1,11
ITE34,2006,2,1,1,10
ITE34,2007,1,1,1,9
ITE34,2007,2,1,1,9
ITE34,2008,1,1,1,9
ITE34,2008,2,1,1,8
ITE34,2009,1,1,1,8
ITE34,2009,2,1,1,8
ITE34,2010,1,1,1,9
ITE34,2010,2,1,1,8
ITE34,2011,1,1,1,9
ITE34,2011,2,1,1,8
ITE34,2012,1,1,1,9
ITE34,2012,2,1,1,8
ITE34,2005,1,3,2,3171
ITE34,2005,2,3,2,4418
ITE34,2006,1,3,2,3165
ITE34,2006,2,3,2,4446
ITE34,2007,1,3,2,3234
ITE34,2007,2,3,2,4697
ITE34,2008,1,3,2,3403
ITE34,2008,2,3,2,5170
ITE34,2009,1,3,2,3484
ITE34,2009,2,3,2,5341
ITE34,2010,1,3,2,3577
ITE34,2010,2,3,2,5892
ITE34,2011,1,3,2,3791
ITE34,2011,2,3,2,7097
ITE34,2012,1,3,2,4045
ITE34,2012,2,3,2,7630
ITE34,2005,1,2,2,134
ITE34,2005,2,2,2,186
ITE34,2006,1,2,2,133
ITE34,2006,2,2,2,187
ITE34,2007,1,2,2,136
ITE34,2007,2,2,2,198
ITE34,2008,1,2,2,143
ITE34,2008,2,2,2,218
ITE34,2009,1,2,2,147
ITE34,2009,2,2,2,225
ITE34,2010,1,2,2,151
ITE34,2010,2,2,2,248
ITE34,2011,1,2,2,160
ITE34,2011,2,2,2,299
ITE34,2012,1,2,2,170
ITE34,2012,2,2,2,321
ITE34,2005,1,1,2,33
ITE34,2005,2,1,2,47
ITE34,2006,1,1,2,33
ITE34,2006,2,1,2,47
ITE34,2007,1,1,2,34
ITE34,2007,2,1,2,49
ITE34,2008,1,1,2,36
ITE34,2008,2,1,2,54
ITE34,2009,1,1,2,37
ITE34,2009,2,1,2,56
ITE34,2010,1,1,2,38
ITE34,2010,2,1,2,62
ITE34,2011,1,1,2,40
ITE34,2011,2,1,2,75
ITE34,2012,1,1,2,43
ITE34,2012,2,1,2,80
ITE34,2005,1,3,3,5439
ITE34,2005,2,3,3,5831
ITE34,2006,1,3,3,5694
ITE34,2006,2,3,3,6231
ITE34,2007,1,3,3,6013
ITE34,2007,2,3,3,6737
ITE34,2008,1,3,3,6473
ITE34,2008,2,3,3,7490
ITE34,2009,1,3,3,6725
ITE34,2009,2,3,3,7858
ITE34,2010,1,3,3,6831
ITE34,2010,2,3,3,8473
ITE34,2011,1,3,3,7356
ITE34,2011,2,3,3,9601
ITE34,2012,1,3,3,7757
ITE34,2012,2,3,3,10381
ITE34,2005,1,2,3,229
ITE34,2005,2,2,3,246
ITE34,2006,1,2,3,240
ITE34,2006,2,2,3,262
ITE34,2007,1,2,3,253
ITE34,2007,2,2,3,284
ITE34,2008,1,2,3,273
ITE34,2008,2,2,3,315
ITE34,2009,1,2,3,283
ITE34,2009,2,2,3,331
ITE34,2010,1,2,3,288
ITE34,2010,2,2,3,357
ITE34,2011,1,2,3,310
ITE34,2011,2,2,3,404
ITE34,2012,1,2,3,327
ITE34,2012,2,2,3,437
ITE34,2005,1,1,1,1269
ITE34,2005,2,1,1,1203
ITE34,2006,1,1,1,1005
ITE34,2006,2,1,1,908
ITE34,2007,1,1,1,884
ITE34,2007,2,1,1,809
ITE34,2008,1,1,1,859
ITE34,2008,2,1,1,762
ITE34,2009,1,1,1,795
ITE34,2009,2,1,1,733
ITE34,2010,1,1,1,848
ITE34,2010,2,1,1,754
ITE34,2011,1,1,1,897
ITE34,2011,2,1,1,799
ITE34,2012,1,1,1,883
ITE34,2012,2,1,1,793
ITE34,2005,1,3,1,53
ITE34,2005,2,3,1,51
ITE34,2006,1,3,1,42
ITE34,2006,2,3,1,38
ITE34,2007,1,3,1,37
ITE34,2007,2,3,1,34
ITE34,2008,1,3,1,36
ITE34,2008,2,3,1,32
ITE34,2009,1,3,1,33
ITE34,2009,2,3,1,31
ITE34,2010,1,3,1,36
ITE34,2010,2,3,1,32
ITE34,2011,1,3,1,38
ITE34,2011,2,3,1,34
ITE34,2012,1,3,1,37
ITE34,2012,2,3,1,33
ITE34,2005,1,2,1,13
ITE34,2005,2,2,1,13
ITE34,2006,1,2,1,11
ITE34,2006,2,2,1,10
ITE34,2007,1,2,1,9
ITE34,2007,2,2,1,9
ITE34,2008,1,2,1,9
ITE34,2008,2,2,1,8
ITE34,2009,1,2,1,8
ITE34,2009,2,2,1,8
ITE34,2010,1,2,1,9
ITE34,2010,2,2,1,8
ITE34,2011,1,2,1,9
ITE34,2011,2,2,1,8
ITE34,2012,1,2,1,9
ITE34,2012,2,2,1,8
ITE34,2005,1,1,2,3171
ITE34,2005,2,1,2,4418
ITE34,2006,1,1,2,3165
ITE34,2006,2,1,2,4446
ITE34,2007,1,1,2,3234
ITE34,2007,2,1,2,4697
ITE34,2008,1,1,2,3403
ITE34,2008,2,1,2,5170
ITE34,2009,1,1,2,3484
ITE34,2009,2,1,2,5341
ITE34,2010,1,1,2,3577
ITE34,2010,2,1,2,5892
ITE34,2011,1,1,2,3791
ITE34,2011,2,1,2,7097
ITE34,2012,1,1,2,4045
ITE34,2012,2,1,2,7630
ITE34,2005,1,3,2,134
ITE34,2005,2,3,2,186
ITE34,2006,1,3,2,133
ITE34,2006,2,3,2,187
ITE34,2007,1,3,2,136
ITE34,2007,2,3,2,198
ITE34,2008,1,3,2,143
ITE34,2008,2,3,2,218
ITE34,2009,1,3,2,147
ITE34,2009,2,3,2,225
ITE34,2010,1,3,2,151
ITE34,2010,2,3,2,248
ITE34,2011,1,3,2,160
ITE34,2011,2,3,2,299
ITE34,2012,1,3,2,170
ITE34,2012,2,3,2,321
ITE34,2005,1,2,2,33
